ad_group_id,campaign_id,ad_group_name,audience_id,channel,bid_strategy,avg_bid,weekly_budget_allocated,weekly_budget_spent,impressions,clicks,conversions,conversion_value,ctr,cvr,roas,week
39,8,AG_8_4,AUD4,Social,Max Conversions,11.99,670658.04,649614.51,3949834,61504,2008,22598131.64,0.0156,0.0327,34.787,7
40,8,AG_8_5,AUD10,Social,tROAS,16.4,767458.83,741953.61,4353615,65192,2353,25492347.75,0.015,0.0361,34.358,7
41,9,AG_9_1,AUD8,Social,Max Conversions,17.84,616149.69,567059.19,4600284,61969,2417,37209962.34,0.0135,0.039,65.619,7
42,9,AG_9_2,AUD9,Social,tROAS,17.77,650895.95,582831.64,3744535,56537,2350,40313615.21,0.0151,0.0416,69.169,7
43,9,AG_9_3,AUD1,Social,Max Conversions,12.94,383617.96,396010.0,1686619,21992,808,13209684.3,0.013,0.0368,33.357,7
44,9,AG_9_4,AUD8,Social,tROAS,19.15,485268.17,477303.34,2894888,37972,1432,22408621.83,0.0131,0.0377,46.948,7
45,9,AG_9_5,AUD3,Social,Max Conversions,16.58,432845.13,393604.37,1738805,25660,966,10610355.76,0.0148,0.0377,26.957,7
46,10,AG_10_1,AUD3,Video,Manual CPC,11.29,299868.89,282560.53,1201771,4971,105,1367113.26,0.0041,0.0212,4.838,7
47,10,AG_10_2,AUD9,Video,tROAS,14.74,475200.98,425606.89,2250187,9000,204,2847188.5,0.004,0.0227,6.69,7
48,10,AG_10_3,AUD3,Video,Max Conversions,8.47,538115.8,554446.72,2893093,11572,264,4476908.98,0.004,0.0228,8.075,7
49,10,AG_10_4,AUD7,Video,Max Conversions,11.73,517215.21,496098.29,2233930,9103,200,2247701.77,0.0041,0.022,4.531,7
50,10,AG_10_5,AUD3,Video,Manual CPC,11.44,332554.21,288654.88,1031150,4124,92,995120.77,0.004,0.0225,3.447,7
51,11,AG_11_1,AUD4,Social,tROAS,10.53,425553.59,367604.54,2834305,47895,2385,24381641.63,0.0169,0.0498,66.326,7
52,11,AG_11_2,AUD9,Social,tROAS,10.42,326828.24,306587.88,1635782,24696,1211,18536860.37,0.0151,0.049,60.462,7
53,11,AG_11_3,AUD4,Social,tROAS,16.45,441585.46,402619.26,2424304,35070,1544,23538908.01,0.0145,0.044,58.464,7
54,11,AG_11_4,AUD8,Social,Manual CPC,10.59,315933.08,328254.83,1492504,24799,1260,13826203.14,0.0166,0.0508,42.12,7
55,11,AG_11_5,AUD5,Social,tROAS,10.13,442522.29,440859.63,2190020,35274,1804,29957255.57,0.0161,0.0512,67.952,7
56,12,AG_12_1,AUD4,Display,tROAS,6.83,181114.13,179551.94,1340824,18646,513,8343425.71,0.0139,0.0275,46.468,7
57,12,AG_12_2,AUD8,Display,Max Conversions,7.79,300522.94,265341.94,2135321,26380,852,10254013.97,0.0124,0.0323,38.645,7
58,12,AG_12_3,AUD5,Display,Max Conversions,9.18,263599.63,261966.21,1922938,23437,697,11448071.93,0.0122,0.0298,43.701,7
59,12,AG_12_4,AUD8,Display,Manual CPC,11.45,243897.66,207526.37,2133470,29856,833,7584809.57,0.014,0.0279,36.549,7
60,12,AG_12_5,AUD1,Display,tROAS,7.94,277001.07,278064.02,2658043,34196,978,14953751.26,0.0129,0.0286,53.778,7
61,13,AG_13_1,AUD3,Display,Max Conversions,8.15,201220.35,208131.36,1358400,17579,723,12417703.78,0.0129,0.0412,59.663,7
62,13,AG_13_2,AUD8,Display,Manual CPC,6.98,218006.31,195237.76,2047012,26278,1119,16657761.75,0.0128,0.0426,85.32,7
63,13,AG_13_3,AUD6,Display,tROAS,11.93,196053.58,190099.08,1885158,22361,954,10605151.5,0.0119,0.0427,55.787,7
64,13,AG_13_4,AUD9,Display,Manual CPC,7.97,241890.47,211737.45,1538050,18591,835,14784113.5,0.0121,0.0449,69.823,7
65,13,AG_13_5,AUD4,Display,tROAS,5.84,211465.79,215253.85,1664957,20664,863,10344274.72,0.0124,0.0418,48.056,7
66,14,AG_14_1,AUD3,Video,Max Conversions,8.62,115108.04,116783.18,380197,4565,119,1659514.62,0.012,0.0263,14.21,7
67,14,AG_14_2,AUD4,Video,tROAS,12.06,175189.92,158025.38,470622,5812,146,1314308.57,0.0124,0.0251,8.317,7
68,14,AG_14_3,AUD2,Video,tROAS,13.98,141982.86,133434.92,676843,7261,205,2941414.12,0.0107,0.0282,22.044,7
69,14,AG_14_4,AUD3,Video,tROAS,10.99,138241.47,142408.78,817993,9095,256,3668655.64,0.0111,0.0282,25.761,7
70,14,AG_14_5,AUD8,Video,tROAS,9.6,194264.32,181233.85,1352280,14643,387,3192637.38,0.0108,0.0265,17.616,7
71,15,AG_15_1,AUD9,Social,Manual CPC,13.19,345087.66,318466.96,2212742,48589,2525,34257145.3,0.022,0.052,107.569,7
72,15,AG_15_2,AUD9,Social,tROAS,18.3,270528.75,280344.09,1417832,31651,1895,22770892.45,0.0223,0.0599,81.225,7
73,15,AG_15_3,AUD5,Social,Manual CPC,16.03,301613.61,298776.37,2208358,50075,2698,43947644.08,0.0227,0.0539,147.092,7
74,15,AG_15_4,AUD7,Social,tROAS,19.4,330662.0,292009.95,1764898,37529,2210,28344098.81,0.0213,0.0589,97.066,7
75,15,AG_15_5,AUD5,Social,tROAS,14.59,409789.82,413795.37,3001486,71172,3975,36237588.45,0.0237,0.0559,87.574,7
76,16,AG_16_1,AUD9,Search,Manual CPC,19.92,71932.33,73867.26,296569,9838,1180,19863745.92,0.0332,0.12,268.911,7
77,16,AG_16_2,AUD7,Search,Max Conversions,22.54,82161.94,80045.45,541984,17331,1956,19053576.88,0.032,0.1129,238.034,7
78,16,AG_16_3,AUD10,Search,Max Conversions,24.84,63130.31,62616.73,247361,7351,799,6947145.08,0.0297,0.1087,110.947,7
79,16,AG_16_4,AUD3,Search,Manual CPC,27.4,73422.29,66115.92,315249,9746,1032,9488214.63,0.0309,0.106,143.509,7
80,16,AG_16_5,AUD1,Search,tROAS,27.72,100505.97,103646.87,478326,16386,1966,18116909.59,0.0343,0.12,174.795,7
81,17,AG_17_1,AUD4,Display,Max Conversions,10.89,93742.82,91170.53,1015222,18119,1593,24087028.72,0.0178,0.088,264.198,7
82,17,AG_17_2,AUD3,Display,tROAS,7.9,119757.53,116330.6,1043427,18472,1482,24432069.08,0.0177,0.0803,210.023,7
83,17,AG_17_3,AUD10,Display,Manual CPC,11.22,81425.19,70589.82,781905,12599,1114,11007956.77,0.0161,0.0885,155.943,7
84,17,AG_17_4,AUD6,Display,Manual CPC,9.0,108828.72,108267.38,929896,16717,1343,23474798.56,0.018,0.0804,216.822,7
85,17,AG_17_5,AUD4,Display,Max Conversions,7.9,128845.9,112327.13,1242327,21552,1923,28148234.34,0.0173,0.0892,250.592,7
86,18,AG_18_1,AUD10,Display,Max Conversions,6.86,759136.76,725484.55,4748690,97004,8967,139787661.36,0.0204,0.0924,192.682,7
87,18,AG_18_2,AUD9,Display,tROAS,7.64,569965.08,508986.97,3948709,86444,8198,131630115.13,0.0219,0.0948,258.612,7
88,18,AG_18_3,AUD3,Display,Max Conversions,11.79,675714.63,596939.83,7084203,157036,12951,130353519.99,0.0222,0.0825,218.37,7
89,18,AG_18_4,AUD8,Display,Manual CPC,5.49,611519.63,633388.07,6114085,130414,10879,176145176.8,0.0213,0.0834,278.1,7
90,18,AG_18_5,AUD10,Display,Manual CPC,11.5,531244.69,463835.77,5741549,117428,9896,120569787.35,0.0205,0.0843,259.941,7
91,19,AG_19_1,AUD1,Search,Manual CPC,28.03,534548.72,469877.89,1742523,57860,6943,108872248.56,0.0332,0.12,231.703,7
92,19,AG_19_2,AUD2,Search,tROAS,22.84,961928.73,975611.9,4806659,142118,17054,196535587.1,0.0296,0.12,201.449,7
93,19,AG_19_3,AUD10,Search,Max Conversions,29.4,881311.11,812426.67,3236234,93788,11254,158533694.39,0.029,0.12,195.136,7
94,19,AG_19_4,AUD6,Search,tROAS,18.52,712507.01,721602.29,3535326,118165,14179,144026736.75,0.0334,0.12,199.593,7
95,19,AG_19_5,AUD2,Search,tROAS,28.87,768174.57,780935.02,2911062,87282,10473,108183179.77,0.03,0.12,138.53,7
96,20,AG_20_1,AUD4,Display,Max Conversions,6.39,388022.86,343191.62,3956389,51827,4269,72017478.0,0.0131,0.0824,209.846,7
97,20,AG_20_2,AUD5,Display,Manual CPC,6.21,352815.72,357254.48,4253714,52673,4687,71898783.91,0.0124,0.089,201.254,7
98,20,AG_20_3,AUD3,Display,Max Conversions,5.63,481709.18,498858.87,4908299,65619,6405,108973828.18,0.0134,0.0976,218.446,7
99,20,AG_20_4,AUD2,Display,Max Conversions,7.63,408927.44,356308.23,3179282,43974,4310,77439225.5,0.0138,0.098,217.338,7
100,20,AG_20_5,AUD5,Display,Max Conversions,5.94,330343.51,281842.04,2426228,31911,2737,39742878.81,0.0132,0.0858,141.011,7
101,21,AG_21_1,AUD5,Video,tROAS,9.69,577674.53,527001.57,3418042,30807,1915,26224635.88,0.009,0.0622,49.762,7
102,21,AG_21_2,AUD3,Video,Max Conversions,14.14,828463.15,797288.19,3775633,34052,2048,30697187.02,0.009,0.0601,38.502,7
103,21,AG_21_3,AUD3,Video,Manual CPC,8.77,778446.02,758740.72,2873797,24860,1469,18186186.92,0.0087,0.0591,23.969,7
104,21,AG_21_4,AUD4,Video,Max Conversions,6.33,904348.44,775624.83,4805441,39557,2611,39562432.74,0.0082,0.066,51.007,7
105,21,AG_21_5,AUD7,Video,Manual CPC,10.66,798659.14,771999.94,2462653,21481,1207,21053182.47,0.0087,0.0562,27.271,7
106,22,AG_22_1,AUD1,Social,Manual CPC,10.1,356972.33,343784.98,2340663,76295,9155,78017542.04,0.0326,0.12,226.937,7
107,22,AG_22_2,AUD5,Social,Manual CPC,10.42,479717.73,484370.46,2081695,59715,7165,71311334.33,0.0287,0.12,147.225,7
108,22,AG_22_3,AUD1,Social,tROAS,18.71,584506.92,576097.07,3898158,129062,15487,227122810.57,0.0331,0.12,394.244,7
109,22,AG_22_4,AUD1,Social,tROAS,15.87,548336.8,538438.77,3711406,125976,15117,231708664.79,0.0339,0.12,430.334,7
110,22,AG_22_5,AUD8,Social,tROAS,13.73,588798.14,526979.1,2911833,90494,10859,126358337.24,0.0311,0.12,239.779,7
111,23,AG_23_1,AUD4,Video,Max Conversions,8.7,375876.07,362942.16,1349088,8142,654,11555862.11,0.006,0.0804,31.839,7
112,23,AG_23_2,AUD4,Video,tROAS,11.91,249861.04,238144.9,866147,5269,391,6733533.48,0.0061,0.0743,28.275,7
113,23,AG_23_3,AUD2,Video,Max Conversions,7.79,378503.42,335996.58,1006223,5522,404,6777015.95,0.0055,0.0733,20.17,7
114,23,AG_23_4,AUD8,Video,Manual CPC,8.35,292410.58,306977.93,1017347,6323,501,8234697.81,0.0062,0.0794,26.825,7
115,23,AG_23_5,AUD9,Video,Max Conversions,13.33,205970.62,199530.03,632530,4012,282,4802463.06,0.0063,0.0705,24.069,7
116,24,AG_24_1,AUD6,Display,Manual CPC,8.72,237711.33,215743.84,1632130,14753,1182,10874432.5,0.009,0.0802,50.404,7
117,24,AG_24_2,AUD8,Display,Max Conversions,9.21,155776.5,151927.25,1146971,9819,790,14130536.79,0.0086,0.0805,93.009,7
118,24,AG_24_3,AUD1,Display,tROAS,10.78,126282.13,123219.67,1089799,9177,702,9999462.99,0.0084,0.0765,81.152,7
119,24,AG_24_4,AUD9,Display,Manual CPC,5.83,227525.94,205909.58,2121181,18964,1353,17200748.56,0.0089,0.0714,83.535,7
120,24,AG_24_5,AUD7,Display,Max Conversions,5.87,136838.34,122985.9,1234203,10393,851,7281484.99,0.0084,0.0819,59.206,7
121,25,AG_25_1,AUD5,Search,Max Conversions,25.96,785795.53,705770.66,3265931,104033,12483,186231511.0,0.0319,0.12,263.87,7
122,25,AG_25_2,AUD5,Search,tROAS,18.13,737268.54,688233.7,2962711,98463,11815,145310647.87,0.0332,0.12,211.136,7
123,25,AG_25_3,AUD6,Search,tROAS,20.91,754510.36,774714.98,3067370,89099,10691,146154519.65,0.029,0.12,188.656,7
124,25,AG_25_4,AUD8,Search,tROAS,23.59,546496.83,475281.47,1642674,55533,6663,54704882.91,0.0338,0.12,115.1,7
125,25,AG_25_5,AUD10,Search,Max Conversions,24.21,668130.3,667245.58,2683821,83451,10014,157386526.92,0.0311,0.12,235.875,7
1,1,AG_1_1,AUD8,Social,tROAS,13.34,506852.1,440032.59,3138722,66638,5891,95802842.83,0.0212,0.0884,217.718,8
2,1,AG_1_2,AUD4,Social,Max Conversions,16.78,584862.2,613330.11,4190866,86234,7494,123377377.56,0.0206,0.0869,201.16,8
3,1,AG_1_3,AUD8,Social,tROAS,17.93,579317.05,534145.58,3995228,73391,6087,103364417.31,0.0184,0.0829,193.514,8
4,1,AG_1_4,AUD6,Social,Max Conversions,18.61,432424.53,432580.11,3220676,62351,5205,49870804.21,0.0194,0.0835,115.287,8
5,1,AG_1_5,AUD7,Social,Manual CPC,14.02,357073.08,353165.19,1816773,33475,2511,34472483.25,0.0184,0.075,97.61,8
6,2,AG_2_1,AUD7,Search,tROAS,18.45,192823.78,170657.69,734908,14125,1170,20592148.09,0.0192,0.0829,120.663,8
7,2,AG_2_2,AUD10,Search,Manual CPC,20.91,153660.9,157461.51,869943,17507,1606,14133323.07,0.0201,0.0917,89.757,8
8,2,AG_2_3,AUD10,Search,Max Conversions,21.95,229379.84,237544.34,1206495,24946,2432,42799172.16,0.0207,0.0975,180.173,8
9,2,AG_2_4,AUD2,Search,Manual CPC,22.8,275461.51,245749.15,956715,21331,1774,15448252.8,0.0223,0.0832,62.862,8
10,2,AG_2_5,AUD2,Search,tROAS,26.35,250628.51,253463.75,1298579,28036,2258,26570760.87,0.0216,0.0806,104.831,8
11,3,AG_3_1,AUD7,Video,tROAS,13.66,463908.91,425745.87,1436531,15800,438,4547589.37,0.011,0.0277,10.681,8
12,3,AG_3_2,AUD3,Video,Max Conversions,9.56,376085.56,366571.18,1821402,18455,530,4746341.9,0.0101,0.0287,12.948,8
13,3,AG_3_3,AUD1,Video,tROAS,10.59,554853.55,489374.26,2383484,25112,725,11234067.91,0.0105,0.0289,22.956,8
14,3,AG_3_4,AUD3,Video,Manual CPC,6.29,381868.96,325911.86,1178095,11346,288,2850035.01,0.0096,0.0254,8.745,8
15,3,AG_3_5,AUD4,Video,tROAS,9.64,605006.01,618732.77,2955414,29715,759,13341848.67,0.0101,0.0256,21.563,8
16,4,AG_4_1,AUD2,Display,Manual CPC,6.48,447919.49,429811.97,5540401,55426,2380,20270957.0,0.01,0.0429,47.162,8
17,4,AG_4_2,AUD10,Display,tROAS,10.41,669765.36,576515.56,6711557,62803,2760,39583646.12,0.0094,0.044,68.66,8
18,4,AG_4_3,AUD2,Display,Max Conversions,7.85,684663.48,666380.14,6698777,70867,3113,45431093.36,0.0106,0.0439,68.176,8
19,4,AG_4_4,AUD4,Display,tROAS,6.3,731451.36,738362.05,7809061,80859,3250,39862967.76,0.0104,0.0402,53.988,8
20,4,AG_4_5,AUD4,Display,Max Conversions,7.97,657463.95,681448.96,5678621,52957,2150,33387996.42,0.0093,0.0406,48.996,8
21,5,AG_5_1,AUD5,Display,tROAS,11.92,347980.31,327369.67,2946214,23159,731,7816999.07,0.0079,0.0316,23.878,8
22,5,AG_5_2,AUD10,Display,Max Conversions,6.61,312858.43,315714.29,2449035,18871,590,9650879.25,0.0077,0.0313,30.568,8
23,5,AG_5_3,AUD9,Display,Manual CPC,8.17,460578.73,448189.95,5237898,42237,1296,13077739.55,0.0081,0.0307,29.179,8
24,5,AG_5_4,AUD8,Display,Manual CPC,9.71,268703.18,229198.99,2445763,19631,569,5337377.09,0.008,0.029,23.287,8
25,5,AG_5_5,AUD4,Display,Manual CPC,8.83,334501.55,285240.16,3266347,24752,702,10025841.88,0.0076,0.0284,35.149,8
26,6,AG_6_1,AUD9,Video,Manual CPC,6.35,573173.4,585881.23,1985876,10304,249,4181749.1,0.0052,0.0242,7.138,8
27,6,AG_6_2,AUD3,Video,Max Conversions,14.01,590422.94,582291.36,4017995,21374,489,5271038.63,0.0053,0.0229,9.052,8
28,6,AG_6_3,AUD9,Video,Max Conversions,14.16,569684.1,534065.54,1851800,10156,268,2302128.94,0.0055,0.0264,4.311,8
29,6,AG_6_4,AUD10,Video,Manual CPC,8.64,442755.45,459691.65,1677748,8862,233,2240565.42,0.0053,0.0264,4.874,8
30,6,AG_6_5,AUD3,Video,Manual CPC,14.4,694959.04,660567.88,3853004,22514,600,9970891.06,0.0058,0.0267,15.094,8
31,7,AG_7_1,AUD10,Video,Manual CPC,10.42,186233.97,181275.89,806425,5697,143,1777304.82,0.0071,0.0252,9.804,8
32,7,AG_7_2,AUD8,Video,tROAS,10.37,167339.71,153228.02,899531,5442,132,2091902.1,0.0061,0.0244,13.652,8
33,7,AG_7_3,AUD4,Video,Manual CPC,6.61,219982.61,198292.58,604511,3683,84,942965.85,0.0061,0.0229,4.755,8
34,7,AG_7_4,AUD4,Video,Max Conversions,14.35,263993.58,271819.89,1421215,8428,188,3112532.94,0.0059,0.0223,11.451,8
35,7,AG_7_5,AUD5,Video,Max Conversions,7.91,279581.94,266201.89,1732028,10062,260,3771520.97,0.0058,0.0259,14.168,8
36,8,AG_8_1,AUD5,Social,Max Conversions,19.82,97494.16,98420.14,527727,10396,408,6623688.46,0.0197,0.0393,67.3,8
37,8,AG_8_2,AUD6,Social,tROAS,16.48,79573.09,74588.28,380271,6762,246,3914592.45,0.0178,0.0365,52.483,8
38,8,AG_8_3,AUD8,Social,tROAS,16.01,121285.78,104977.02,513265,9649,368,5670178.46,0.0188,0.0382,54.014,8
39,8,AG_8_4,AUD9,Social,tROAS,17.64,88569.31,83924.98,361314,6916,258,4037987.7,0.0191,0.0374,48.114,8
40,8,AG_8_5,AUD1,Social,tROAS,19.82,85499.85,79167.38,371906,7419,312,3150658.94,0.0199,0.0421,39.797,8
41,9,AG_9_1,AUD2,Social,Max Conversions,14.69,343532.57,321609.73,1404968,32674,1659,18066615.09,0.0233,0.0508,56.176,8
42,9,AG_9_2,AUD5,Social,tROAS,18.57,430283.69,393963.41,2509857,54797,3080,51737780.17,0.0218,0.0562,131.326,8
43,9,AG_9_3,AUD6,Social,tROAS,18.85,335993.99,286427.37,1776673,46431,2646,46730928.32,0.0261,0.057,163.151,8
44,9,AG_9_4,AUD4,Social,tROAS,16.13,363691.26,323756.07,1719163,38327,2191,21792335.57,0.0223,0.0572,67.311,8
45,9,AG_9_5,AUD9,Social,Manual CPC,12.0,262333.44,227779.63,1714993,44188,2292,34214552.13,0.0258,0.0519,150.209,8
46,10,AG_10_1,AUD9,Video,Max Conversions,6.05,89480.24,91195.88,289040,2866,69,634862.59,0.0099,0.0244,6.962,8
47,10,AG_10_2,AUD10,Video,tROAS,10.35,125438.95,129414.45,696992,8257,195,2327476.75,0.0118,0.0237,17.985,8
48,10,AG_10_3,AUD8,Video,Manual CPC,7.37,76478.5,72101.32,230434,2568,55,774778.82,0.0111,0.0216,10.746,8
49,10,AG_10_4,AUD9,Video,Max Conversions,7.49,118795.22,110968.76,402643,4677,120,1641523.83,0.0116,0.0258,14.793,8
50,10,AG_10_5,AUD6,Video,tROAS,10.51,114945.07,99172.84,343742,4032,91,1250487.42,0.0117,0.0228,12.609,8
51,11,AG_11_1,AUD1,Social,Max Conversions,19.61,148633.62,139767.1,1224105,27983,1842,24702469.96,0.0229,0.0658,176.74,8
52,11,AG_11_2,AUD1,Social,Max Conversions,12.3,158968.38,162824.09,780618,16920,1000,13355258.83,0.0217,0.0592,82.023,8
53,11,AG_11_3,AUD5,Social,Manual CPC,19.71,146470.83,136546.77,1022373,19864,1146,11657769.81,0.0194,0.0577,85.376,8
54,11,AG_11_4,AUD1,Social,tROAS,18.53,109064.13,105035.36,699103,14561,865,6931371.58,0.0208,0.0594,65.991,8
55,11,AG_11_5,AUD5,Social,Max Conversions,18.32,169815.24,156796.09,710500,14042,885,13089478.91,0.0198,0.0631,83.481,8
56,12,AG_12_1,AUD4,Display,Manual CPC,5.11,416561.15,397200.26,2920896,25919,1191,14582172.72,0.0089,0.046,36.712,8
57,12,AG_12_2,AUD1,Display,Max Conversions,11.39,519324.26,491629.14,4459597,40044,2151,30423959.3,0.009,0.0537,61.884,8
58,12,AG_12_3,AUD6,Display,Max Conversions,10.54,432002.69,380608.18,3368397,28958,1435,18096052.68,0.0086,0.0496,47.545,8
59,12,AG_12_4,AUD5,Display,Manual CPC,7.02,277039.55,280744.15,2583945,23113,1156,14159473.24,0.0089,0.0501,50.436,8
60,12,AG_12_5,AUD7,Display,Max Conversions,10.3,478713.25,468513.97,3430901,33081,1615,18196353.82,0.0096,0.0488,38.838,8
61,13,AG_13_1,AUD8,Display,Manual CPC,7.62,637245.35,628351.11,6042266,92869,7016,71045642.98,0.0154,0.0756,113.067,8
62,13,AG_13_2,AUD3,Display,tROAS,7.75,414326.59,420967.32,2844105,38510,3143,31792344.71,0.0135,0.0816,75.522,8
63,13,AG_13_3,AUD9,Display,Max Conversions,11.42,685826.63,662752.76,6478027,99916,7151,101621008.07,0.0154,0.0716,153.332,8
64,13,AG_13_4,AUD6,Display,tROAS,9.58,619219.16,593471.59,4744824,74689,5255,51856755.05,0.0157,0.0704,87.379,8
65,13,AG_13_5,AUD5,Display,tROAS,6.89,720861.86,645148.09,5435208,73842,5641,66229894.95,0.0136,0.0764,102.658,8
66,14,AG_14_1,AUD3,Video,Max Conversions,9.08,485855.58,509063.69,1528891,23895,994,16804501.98,0.0156,0.0416,33.011,8
67,14,AG_14_2,AUD5,Video,Manual CPC,8.98,669284.51,605377.63,1941733,30959,1211,12542971.01,0.0159,0.0391,20.719,8
68,14,AG_14_3,AUD4,Video,Max Conversions,8.3,586112.06,504489.77,2279317,33686,1409,21432804.18,0.0148,0.0419,42.484,8
69,14,AG_14_4,AUD8,Video,Max Conversions,8.76,666888.0,655613.99,2493821,34797,1386,22166159.48,0.014,0.0399,33.81,8
70,14,AG_14_5,AUD5,Video,Manual CPC,11.71,369194.42,367980.39,1624147,21804,970,10693937.92,0.0134,0.0445,29.061,8
71,15,AG_15_1,AUD4,Social,Manual CPC,13.86,717344.79,736185.84,4351619,131377,13165,224093855.69,0.0302,0.1002,304.398,8
72,15,AG_15_2,AUD9,Social,Max Conversions,13.11,828353.68,751343.14,3312710,108664,10614,137412658.72,0.0328,0.0977,182.889,8
73,15,AG_15_3,AUD6,Social,Manual CPC,18.42,603975.54,525299.38,2725014,80738,7164,84629094.25,0.0296,0.0887,161.106,8
74,15,AG_15_4,AUD10,Social,tROAS,16.39,539342.16,486872.04,3639846,126069,12727,214000275.17,0.0346,0.101,439.541,8
75,15,AG_15_5,AUD3,Social,Manual CPC,14.68,712339.91,676041.23,4558670,152890,15686,227372668.56,0.0335,0.1026,336.33,8
76,16,AG_16_1,AUD3,Search,tROAS,28.69,636620.65,590583.71,2262507,69588,8350,139130507.51,0.0308,0.12,235.581,8
77,16,AG_16_2,AUD9,Search,tROAS,19.87,455247.71,410730.57,2297077,71283,8553,80002931.32,0.031,0.12,194.782,8
78,16,AG_16_3,AUD5,Search,tROAS,23.75,740780.49,724910.61,3323917,98548,11825,99328359.73,0.0296,0.12,137.022,8
79,16,AG_16_4,AUD9,Search,Manual CPC,20.58,680052.64,678446.61,2808397,77248,9269,140776555.64,0.0275,0.12,207.498,8
80,16,AG_16_5,AUD5,Search,Manual CPC,22.14,778091.1,725476.18,2851105,88975,10677,191324005.04,0.0312,0.12,263.722,8
81,17,AG_17_1,AUD2,Display,Max Conversions,8.19,356479.93,317557.53,2676606,56006,5203,56457726.95,0.0209,0.0929,177.787,8
82,17,AG_17_2,AUD6,Display,Manual CPC,9.68,376265.27,375210.56,4694705,106244,10053,141072895.56,0.0226,0.0946,375.983,8
83,17,AG_17_3,AUD5,Display,Manual CPC,9.08,409163.35,416194.74,3015347,59335,5385,48156761.41,0.0197,0.0908,115.707,8
84,17,AG_17_4,AUD7,Display,tROAS,5.9,559600.88,549507.17,3917053,90142,8352,85423000.21,0.023,0.0927,155.454,8
85,17,AG_17_5,AUD6,Display,Manual CPC,10.02,566706.27,510313.05,5139595,112447,11724,118881365.8,0.0219,0.1043,232.958,8
86,18,AG_18_1,AUD3,Display,Manual CPC,11.55,109129.07,103998.85,792966,12125,1260,20612958.8,0.0153,0.1039,198.204,8
87,18,AG_18_2,AUD6,Display,tROAS,8.33,109059.57,95071.79,651620,9159,1083,16708271.02,0.0141,0.1183,175.744,8
88,18,AG_18_3,AUD10,Display,Manual CPC,8.68,83714.59,81879.74,680202,11013,1299,11124352.7,0.0162,0.118,135.862,8
89,18,AG_18_4,AUD1,Display,tROAS,5.85,115412.19,112250.22,1102305,14933,1671,25639380.83,0.0135,0.1119,228.413,8
90,18,AG_18_5,AUD2,Display,Manual CPC,8.28,99125.07,90323.94,915549,14036,1465,15509079.47,0.0153,0.1044,171.705,8
91,19,AG_19_1,AUD10,Search,Manual CPC,22.4,904251.63,940579.43,4985285,158076,18969,296453872.45,0.0317,0.12,315.182,8
92,19,AG_19_2,AUD5,Search,Max Conversions,27.62,794416.6,690311.63,3141960,101406,12168,198267034.35,0.0323,0.12,287.214,8
93,19,AG_19_3,AUD5,Search,Manual CPC,25.45,865169.48,880224.78,4620004,152429,18291,173899303.4,0.033,0.12,197.562,8
94,19,AG_19_4,AUD3,Search,tROAS,26.61,843294.84,845263.91,3844347,134552,16146,187158609.53,0.035,0.12,221.42,8
95,19,AG_19_5,AUD10,Search,Manual CPC,23.78,624036.84,577377.27,2628237,86069,10328,161356281.71,0.0327,0.12,279.464,8
96,20,AG_20_1,AUD2,Display,Max Conversions,8.01,458246.86,447047.18,5049230,74341,7978,119274241.46,0.0147,0.1073,266.805,8
97,20,AG_20_2,AUD7,Display,Manual CPC,10.77,550922.53,500537.85,5745098,94375,9586,167987047.8,0.0164,0.1016,335.613,8
98,20,AG_20_3,AUD6,Display,Manual CPC,9.15,556983.0,500639.1,4520863,71390,7770,74479798.74,0.0158,0.1088,148.769,8
99,20,AG_20_4,AUD7,Display,tROAS,11.97,453623.37,428484.83,3305340,45789,4635,60590550.74,0.0139,0.1012,141.407,8
100,20,AG_20_5,AUD9,Display,Max Conversions,9.28,719153.16,749563.46,6838485,95687,9991,94380471.26,0.014,0.1044,125.914,8
101,21,AG_21_1,AUD4,Video,Manual CPC,6.7,689105.45,629590.54,3891780,51311,3840,67076024.89,0.0132,0.0748,106.539,8
102,21,AG_21_2,AUD3,Video,Manual CPC,10.1,574450.33,593849.75,2486600,30665,2670,36622780.61,0.0123,0.0871,61.67,8
103,21,AG_21_3,AUD1,Video,tROAS,9.7,505167.63,457529.51,1457338,17268,1409,14443072.09,0.0118,0.0816,31.568,8
104,21,AG_21_4,AUD8,Video,Manual CPC,9.01,531216.19,487041.88,2811203,37239,3009,30616104.21,0.0132,0.0808,62.861,8
105,21,AG_21_5,AUD9,Video,Manual CPC,13.46,680254.5,684487.98,4327618,54814,4663,62077027.07,0.0127,0.0851,90.691,8
106,22,AG_22_1,AUD4,Social,Manual CPC,13.03,233304.27,206301.2,957801,28030,3363,47908801.79,0.0293,0.12,232.227,8
107,22,AG_22_2,AUD3,Social,Max Conversions,17.51,225326.72,230581.71,1262936,33437,3652,32145185.49,0.0265,0.1092,139.409,8
108,22,AG_22_3,AUD3,Social,Manual CPC,18.72,167321.15,161018.91,1042181,30097,3395,41605740.23,0.0289,0.1128,258.39,8
109,22,AG_22_4,AUD8,Social,tROAS,15.96,281024.74,239487.36,1095444,28793,3455,57486596.42,0.0263,0.12,240.04,8
110,22,AG_22_5,AUD10,Social,Max Conversions,17.65,267094.13,258119.1,1332615,39158,4298,51673685.54,0.0294,0.1098,200.193,8
